http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_inferior_parathyroid_gland|http://www.ihtsdo.org/snomed#Structure_of_right_inferior_parathyroid_gland|"We have two entities from different biomedical ontologies.
The first one is ""Right lower parathyroid gland, Right inferior parathyroid gland"", belongs to broader category ""Inferior parathyroid gland"", under the even broader category ""Parathyroid gland"".
The second one is ""Structure_of_right_inferior_parathyroid_gland"", belongs to broader category ""Thing"" (also known as ""Thing"").

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_midclavicular_line|http://www.ihtsdo.org/snomed#Midclavicular_line_of_trunk|"We have two entities from different biomedical ontologies.
The first one is ""Right midclavicular line"", belongs to broader category ""MIdclavicular line"", under the even broader category ""Linear anatomical coordinate"".
The second one is ""Midclavicular_line_of_trunk"", belongs to broader category ""Anatomical_landmark, Trunk_structure"", under the even broader category ""Body_part_structure, Anatomical_spatial_entity"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tendon_of_infundibulum|http://www.ihtsdo.org/snomed#Structure_of_tendon_of_conus_arteriosus|"We have two entities from different biomedical ontologies.
The first one is ""Tendon of infundibulum, Infundibulum tendon, Tendon of conus arteriosus, Conus ligament"", belongs to broader category ""Tendon"", under the even broader category ""Organ component"".
The second one is ""Structure_of_tendon_of_conus_arteriosus"", belongs to broader category ""Right_ventricular_structure"", under the even broader category ""Cardiac_ventricular_structure"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ventral_corticospinal_tract|http://www.ihtsdo.org/snomed#Structure_of_ventral_corticospinal_tract|"We have two entities from different biomedical ontologies.
The first one is ""Ventral corticospinal tract, Anterior pyramidal tract, Anterior corticospinal tract, Anterior tract of Turck, Bundle of Turck, Column of Turck"", belongs to broader category ""Tract of brain, Brain tract"", under the even broader category ""Neuraxis tract, Tract of neuraxis"".
The second one is ""Structure_of_ventral_corticospinal_tract"", belongs to broader category ""Ventral_funiculus_structure, Pyramidal_tract_structure, Descending_spinal_cord_tract"", under the even broader category ""Cerebral_tracts, Spinal_cord_white_matter_column, Pyramidal_system_structure, Central_nervous_system_tract_structure"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Frontal_vein|http://www.ihtsdo.org/snomed#Frontal_vein|"We have two entities from different biomedical ontologies.
The first one is ""Frontal vein"", belongs to broader category ""Superior cerebral vein"", under the even broader category ""Superficial cerebral vein, Cortical cerebral vein"".
The second one is ""Frontal_vein"", belongs to broader category ""Structure_of_cerebral_vein"", under the even broader category ""Structure_of_intracranial_vein"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Major_histocompatibility_complex_gene|http://www.ihtsdo.org/snomed#Major_histocompatibility_complex|"We have two entities from different biomedical ontologies.
The first one is ""MHC gene, Major histocompatibility complex gene"", belongs to broader category ""Biological macromolecule"", under the even broader category ""Biological structure, Anatomical structure"".
The second one is ""Major_histocompatibility_complex"", belongs to broader category ""Human_leukocyte_antigen_HLA_antigen"", under the even broader category ""Transplantation_analyte, Antigen"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tenth_intercostal_lymph_node|http://www.ihtsdo.org/snomed#Intercostal_lymph_node|"We have two entities from different biomedical ontologies.
The first one is ""Tenth intercostal lymph node"", belongs to broader category ""Lower intercostal lymph node"", under the even broader category ""Intercostal lymph node, Intercostal node, Nodus intercostale"".
The second one is ""Intercostal_lymph_node"", belongs to broader category ""Structure_of_lymph_node_of_thorax"", under the even broader category ""Lymph_node_structure_of_trunk"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Superior_lumbar_triangle|http://www.ihtsdo.org/snomed#Superior_lumbar_triangle|"We have two entities from different biomedical ontologies.
The first one is ""Superior lumbar triangle, Grynfelt's triangle, Lesshaft's triangle, Lesshaft's space"", belongs to broader category ""Surface of subdivision of trunk"", under the even broader category ""Surface of subdivision of principal body part, Principal body part subdivision surface"".
The second one is ""Superior_lumbar_triangle"", belongs to broader category ""Lumbar_triangle"", under the even broader category ""Lumbar_region_back_structure"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Olfactory_bulb|http://www.ihtsdo.org/snomed#Structure_of_olfactory_bulb|"We have two entities from different biomedical ontologies.
The first one is ""Olfactory bulb"", belongs to broader category ""Segment of neural tree organ, Neural tree organ segment"", under the even broader category ""Organ region with fixed fiat boundary, Segment of organ, Organ segment"".
The second one is ""Structure_of_olfactory_bulb"", belongs to broader category ""Cerebral_basal_surface_structure, Olfactory_pathway_structure"", under the even broader category ""Nervous_system_pathway_structure, Surface_of_brain, Rhinencephalon_structure"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_medial_external_iliac_lymph_nodes|http://www.ihtsdo.org/snomed#Medial_external_iliac_lymph_node_group|"We have two entities from different biomedical ontologies.
The first one is ""Medial external iliac nodes, Medial external iliac lymph nodes set, Set of medial external iliac lymph nodes, Medial external iliac lymph nodes"", belongs to broader category ""Set of pelvic lymph nodes, Pelvic lymph nodes, Pelvic lymph nodes set"", under the even broader category ""Set of lymph nodes, Lymph nodes set"".
The second one is ""Medial_external_iliac_lymph_node_group"", belongs to broader category ""External_iliac_lymph_node_group"", under the even broader category ""Iliac_lymph_node_group"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sternal_articular_facet_of_clavicle|http://www.ihtsdo.org/snomed#Structure_of_sternal_facet_of_clavicle|"We have two entities from different biomedical ontologies.
The first one is ""Facies articularis sternalis, Sternal facet of clavicle, Sternal articular facet of clavicle"", belongs to broader category ""Subdivision of surface of clavicle"", under the even broader category ""Region of surface of long bone"".
The second one is ""Structure_of_sternal_facet_of_clavicle"", belongs to broader category ""Structure_of_articular_facet_of_clavicle, Clavicle_part"", under the even broader category ""Structure_of_articular_surface_of_upper_limb_bone, Bone_structure_of_clavicle"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Plantar_cuneocuboid_ligament|http://www.ihtsdo.org/snomed#Structure_of_plantar_cuneocuboidal_ligament|"We have two entities from different biomedical ontologies.
The first one is ""Plantar cuneocuboid ligament"", belongs to broader category ""Plantar tarsal ligament"", under the even broader category ""Tarsal ligament"".
The second one is ""Structure_of_plantar_cuneocuboidal_ligament"", belongs to broader category ""Structure_of_plantar_tarsal_ligaments"", under the even broader category ""Structure_of_ligament_of_foot"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hypoglossal_canal|http://www.ihtsdo.org/snomed#Structure_of_hypoglossal_canal|"We have two entities from different biomedical ontologies.
The first one is ""Hypoglossal canal"", belongs to broader category ""Anatomical conduit"", under the even broader category ""Anatomical cluster"".
The second one is ""Structure_of_hypoglossal_canal"", belongs to broader category ""Occipital_bone_part, Structure_of_body_conduit"", under the even broader category ""Body_space_structure, Occipital_bone_structure, Bone_part"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Base_of_arytenoid_cartilage|http://www.ihtsdo.org/snomed#Structure_of_base_of_arytenoid_cartilage|"We have two entities from different biomedical ontologies.
The first one is ""Base of arytenoid cartilage, Arytenoid cartilage base"", belongs to broader category ""Zone of bone organ, Bone organ zone"", under the even broader category ""Zone of organ, Organ region with floating fiat boundary, Organ sector, Organ zone"".
The second one is ""Structure_of_base_of_arytenoid_cartilage"", belongs to broader category ""Arytenoid_cartilage_structure"", under the even broader category ""Laryngeal_cartilage_structure"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Terminal_hair|http://www.ihtsdo.org/snomed#Structure_of_terminal_hair|"We have two entities from different biomedical ontologies.
The first one is ""Terminal hair"", belongs to broader category ""Hair"", under the even broader category ""Skin appendage"".
The second one is ""Structure_of_terminal_hair"", belongs to broader category ""Hair_structure"", under the even broader category ""Skin_appendage_structure"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skeleton_of_upper_limb|http://www.ihtsdo.org/snomed#Part_of_bone_of_upper_limb|"We have two entities from different biomedical ontologies.
The first one is ""Skeleton of upper limb, Bones of upper limb, Set of bones of upper limb, Upper limb skeleton"", belongs to broader category ""Appendicular skeleton subdivision, Subdivision of appendicular skeleton"", under the even broader category ""Subdivision of skeleton (in vivo)"".
The second one is ""Part_of_bone_of_upper_limb"", belongs to broader category ""Bone_structure_of_upper_limb, Bone_part"", under the even broader category ""Structure_of_bone_organ, Musculoskeletal_structure_of_upper_limb, Bone_structure_of_extremity, Organ_part"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Intervertebral_foramen|http://www.ihtsdo.org/snomed#Structure_of_intervertebral_foramen|"We have two entities from different biomedical ontologies.
The first one is ""Intervertebral foramen"", belongs to broader category ""Anatomical conduit space"", under the even broader category ""Anatomical space"".
The second one is ""Structure_of_intervertebral_foramen"", belongs to broader category ""Bone_structure_of_spine, Structure_of_body_conduit"", under the even broader category ""Axial_skeleton_structure, Body_space_structure, Musculoskeletal_structure_of_spine, Bone_structure_of_spine_and_or_pelvis, Structure_of_vertebral_column"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anterior_compartment_of_thigh|http://www.ihtsdo.org/snomed#Structure_of_extensor_compartment_of_thigh|"We have two entities from different biomedical ontologies.
The first one is ""Extensor compartment of thigh, Compartimentum femoris extensorium, Anterior compartment of thigh"", belongs to broader category ""Compartment of free lower limb, Free lower limb compartment"", under the even broader category ""Limb compartment, Compartment of limb"".
The second one is ""Structure_of_extensor_compartment_of_thigh"", belongs to broader category ""Structure_of_thigh_compartment"", under the even broader category ""Structure_of_lower_limb_fascial_compartment"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sternocostal_surface_of_heart|http://www.ihtsdo.org/snomed#Structure_of_sternocostal_surface_of_heart|"We have two entities from different biomedical ontologies.
The first one is ""Sternocostal surface of heart, Facies sternocostalis (anterior), Anterior surface of heart"", belongs to broader category ""Region of surface of heart"", under the even broader category ""Subdivision of surface of organ, Organ surface region, Region of organ surface"".
The second one is ""Structure_of_sternocostal_surface_of_heart"", belongs to broader category ""Structure_of_surface_of_heart"", under the even broader category ""Cardiac_surface_feature"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Infrahyoid_muscle|http://www.ihtsdo.org/snomed#Structure_of_infrahyoid_muscle|"We have two entities from different biomedical ontologies.
The first one is ""Infrahyoid muscle"", belongs to broader category ""Muscle of neck, Neck muscle"", under the even broader category ""Muscle organ"".
The second one is ""Structure_of_infrahyoid_muscle"", belongs to broader category ""Structure_of_anterior_portion_of_neck, Skeletal_muscle_structure_of_neck"", under the even broader category ""Skeletal_muscle_structure_of_head_and_neck, Musculoskeletal_structure_of_neck"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Diaphysis_of_fibula|http://www.ihtsdo.org/snomed#Part_of_shaft_of_fibula|"We have two entities from different biomedical ontologies.
The first one is ""Fibula diaphysis, Diaphysis of fibula, Shaft of fibula, Body of fibula"", belongs to broader category ""Body of long bone, Shaft of long bone, Diaphysis"", under the even broader category ""Zone of long bone, Long bone zone"".
The second one is ""Part_of_shaft_of_fibula"", belongs to broader category ""Part_of_diaphysis_of_bone, Bone_structure_of_shaft_of_fibula"", under the even broader category ""Fibula_part, Structure_of_diaphysis"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_caroticotympanic_arteries|http://www.ihtsdo.org/snomed#Structure_of_caroticotympanic_artery|"We have two entities from different biomedical ontologies.
The first one is ""Caroticotympanic arteries, Caroticotympanic arteries set, Set of caroticotympanic arteries"", belongs to broader category ""Arteries, Set of arteries, Arteries set"", under the even broader category ""Organ subdivisions set, Set of organ regions, Set of organ subdivisions"".
The second one is ""Structure_of_caroticotympanic_artery"", belongs to broader category ""Branch_of_internal_carotid_artery, Structure_of_artery_of_head"", under the even broader category ""Internal_carotid_artery_structure, Vascular_structure_of_head"".

Do they mean the same thing? Respond with ""True"" or ""False""."
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Bone_of_sacrum|http://www.ihtsdo.org/snomed#Part_of_bone_of_sacrum|"We have two entities from different biomedical ontologies.
The first one is ""Bone of sacrum"", belongs to broader category ""Bone tissue"", under the even broader category ""Regular connective tissue"".
The second one is ""Part_of_bone_of_sacrum"", belongs to broader category ""Bone_structure_of_sacrum, Bone_part"", under the even broader category ""Structure_of_bone_organ, Bone_structure_of_spine, Organ_part, Structure_of_irregular_bone, Musculoskeletal_structure_of_sacral_spine, Lumbosacral_region_of_spine_structure, Bone_structure_of_pelvis"".

Do they mean the same thing? Respond with ""True"" or ""False""."
