http://snomed.info/id/27140001|http://purl.org/sig/ont/fma/fma72719
http://snomed.info/id/5868002|http://purl.org/sig/ont/fma/fma15932
http://snomed.info/id/714651002|http://purl.org/sig/ont/fma/fma71876
http://snomed.info/id/279806005|http://purl.org/sig/ont/fma/fma71748
http://snomed.info/id/303280009|http://purl.org/sig/ont/fma/fma35285
http://snomed.info/id/56284003|http://purl.org/sig/ont/fma/fma36921
http://snomed.info/id/56284003|http://purl.org/sig/ont/fma/fma36922
http://snomed.info/id/56284003|http://purl.org/sig/ont/fma/fma36923
http://snomed.info/id/245920000|http://purl.org/sig/ont/fma/fma0323677
http://snomed.info/id/113268007|http://purl.org/sig/ont/fma/fma70813
http://snomed.info/id/728716007|http://purl.org/sig/ont/fma/fma76790
http://snomed.info/id/731304000|http://purl.org/sig/ont/fma/fma32509
http://snomed.info/id/182365007|http://purl.org/sig/ont/fma/fma24951
http://snomed.info/id/66138004|http://purl.org/sig/ont/fma/fma46622
http://snomed.info/id/56193007|http://purl.org/sig/ont/fma/fma52571
http://snomed.info/id/127938006|http://purl.org/sig/ont/fma/fma276813
http://snomed.info/id/245926006|http://purl.org/sig/ont/fma/fma0323674
http://snomed.info/id/280517003|http://purl.org/sig/ont/fma/fma6653
http://snomed.info/id/731799000|http://purl.org/sig/ont/fma/fma63183
http://snomed.info/id/182380001|http://purl.org/sig/ont/fma/fma13736
http://snomed.info/id/73058008|http://purl.org/sig/ont/fma/fma20465
http://snomed.info/id/360879009|http://purl.org/sig/ont/fma/fma322518
http://snomed.info/id/49253009|http://purl.org/sig/ont/fma/fma15399
http://snomed.info/id/305080003|http://purl.org/sig/ont/fma/fma311392
http://snomed.info/id/305080003|http://purl.org/sig/ont/fma/fma311397
http://snomed.info/id/33728001|http://purl.org/sig/ont/fma/fma69329
http://snomed.info/id/1010602006|http://purl.org/sig/ont/fma/fma83876
http://snomed.info/id/717029001|http://purl.org/sig/ont/fma/fma297938
http://snomed.info/id/307029003|http://purl.org/sig/ont/fma/fma304233
http://snomed.info/id/66117005|http://purl.org/sig/ont/fma/fma3936
http://snomed.info/id/42881009|http://purl.org/sig/ont/fma/fma66498
http://snomed.info/id/119556008|http://purl.org/sig/ont/fma/fma321548
http://snomed.info/id/1010273007|http://purl.org/sig/ont/fma/fma72235
http://snomed.info/id/280249002|http://purl.org/sig/ont/fma/fma82736
http://snomed.info/id/127906001|http://purl.org/sig/ont/fma/fma19473
http://snomed.info/id/42881009|http://purl.org/sig/ont/fma/fma14810
http://snomed.info/id/245145003|http://purl.org/sig/ont/fma/fma47245
http://snomed.info/id/20423004|http://purl.org/sig/ont/fma/fma11205
http://snomed.info/id/422370006|http://purl.org/sig/ont/fma/fma55637
http://snomed.info/id/56296005|http://purl.org/sig/ont/fma/fma76735
http://snomed.info/id/83433000|http://purl.org/sig/ont/fma/fma72018
http://snomed.info/id/8251006|http://purl.org/sig/ont/fma/fma60057
http://snomed.info/id/21740000|http://purl.org/sig/ont/fma/fma15910
http://snomed.info/id/303280009|http://purl.org/sig/ont/fma/fma71365
http://snomed.info/id/7991003|http://purl.org/sig/ont/fma/fma19642
http://snomed.info/id/22083002|http://purl.org/sig/ont/fma/fma14773
http://snomed.info/id/8752000|http://purl.org/sig/ont/fma/fma49822
http://snomed.info/id/11089000|http://purl.org/sig/ont/fma/fma72495
http://snomed.info/id/8752000|http://purl.org/sig/ont/fma/fma49823
http://snomed.info/id/43487005|http://purl.org/sig/ont/fma/fma7095
http://snomed.info/id/368702008|http://purl.org/sig/ont/fma/fma84202
http://snomed.info/id/369381007|http://purl.org/sig/ont/fma/fma51332
http://snomed.info/id/84820005|http://purl.org/sig/ont/fma/fma321912
http://snomed.info/id/1684009|http://purl.org/sig/ont/fma/fma14079
http://snomed.info/id/70227003|http://purl.org/sig/ont/fma/fma323328
http://snomed.info/id/244992008|http://purl.org/sig/ont/fma/fma38506
http://snomed.info/id/42677006|http://purl.org/sig/ont/fma/fma58287
http://snomed.info/id/8752000|http://purl.org/sig/ont/fma/fma49817
http://snomed.info/id/4606005|http://purl.org/sig/ont/fma/fma7839
