http://snomed.info/id/27140001|http://purl.org/sig/ont/fma/fma72719|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Structure of gyrus fornicatus', 'Structure of gyrus fornicatus (body structure)'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** [{'Entire gyrus fornicatus (body structure)', 'Entire gyrus fornicatus'}]

    2. **Target Entity:**
    **All Entity names:** {'Limbic lobe'}
    **Parent Entity Namings:** [{'Thing'}, {'Segment of forebrain'}, {'Lobe of cerebral hemisphere'}, {'Organ segment'}, {'Organ region'}, {'Anatomical entity'}, {'Segment of cerebral hemisphere'}, {'Segment of neuraxis'}, {'Segment of brain'}, {'Cardinal organ part'}, {'Material anatomical entity'}, {'Physical anatomical entity'}, {'Postnatal anatomical structure'}, {'Segment of telencephalon'}, {'Anatomical structure'}]
    **Child Entity Namings:** [{'Left limbic lobe'}, {'Right limbic lobe'}]

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/5868002|http://purl.org/sig/ont/fma/fma15932|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Serosa of urinary bladder', 'Serosa of urinary bladder (body structure)'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** [{'Entire serosa of urinary bladder', 'Entire serosa of urinary bladder (body structure)'}]

    2. **Target Entity:**
    **All Entity names:** {'Serosa of urinary bladder'}
    **Parent Entity Namings:** [{'Thing'}, {'Serosa'}, {'Organ component layer'}, {'Organ component'}, {'Cardinal organ part'}, {'Serosa of organ'}, {'Material anatomical entity'}, {'Physical anatomical entity'}, {'Postnatal anatomical structure'}, {'Anatomical entity'}, {'Anatomical structure'}]
    **Child Entity Namings:** []

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/714651002|http://purl.org/sig/ont/fma/fma71876|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Entire accessory lacrimal gland', 'Entire accessory lacrimal gland (body structure)'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Set of accessory lacrimal glands'}
    **Parent Entity Namings:** [{'Thing'}, {'Anatomical set'}, {'Set of glands'}, {'Material anatomical entity'}, {'Physical anatomical entity'}, {'Anatomical entity'}, {'Set of organ regions'}, {'Set of organ parts'}]
    **Child Entity Namings:** []

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/279806005|http://purl.org/sig/ont/fma/fma71748|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Pectoral lymph node group', 'Pectoral lymph node group (body structure)'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Pectoral axillary lymph node group'}
    **Parent Entity Namings:** [{'Set of organ components'}, {'Lymph node group of upper limb'}, {'Anatomical set'}, {'Lymph node group'}, {'Material anatomical entity'}, {'Physical anatomical entity'}, {'Anatomical entity'}, {'Thing'}, {'Set of organ parts'}]
    **Child Entity Namings:** [{'Left pectoral axillary lymph node group'}, {'Right pectoral axillary lymph node group'}]

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/303280009|http://purl.org/sig/ont/fma/fma35285|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Entire interphalangeal joint of hand', 'Entire interphalangeal joint of hand (body structure)'}
    **Parent Entity Namings:** [{'Thing'}, {'Interphalangeal joint of hand structure', 'Interphalangeal joint of hand structure (body structure)'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Interphalangeal joint of finger'}
    **Parent Entity Namings:** [{'Thing'}, {'Anatomical junction'}, {'Interphalangeal joint'}, {'Synovial joint of free limb segment'}, {'Anatomical cluster'}, {'Synovial joint'}, {'Material anatomical entity'}, {'Physical anatomical entity'}, {'Postnatal anatomical structure'}, {'Anatomical entity'}, {'Joint'}, {'Anatomical structure'}]
    **Child Entity Namings:** [{'Distal interphalangeal joint of ring finger'}, {'Distal interphalangeal joint of left ring finger'}, {'Distal interphalangeal joint of index finger'}, {'Distal interphalangeal joint of left middle finger'}, {'Distal interphalangeal joint of middle finger'}, {'Proximal interphalangeal joint of little finger'}, {'Distal interphalangeal joint of finger'}, {'Proximal interphalangeal joint of left index finger'}, {'Interphalangeal joint of ring finger'}, {'Distal interphalangeal joint of right index finger'}, {'Interphalangeal joint of left thumb'}, {'Proximal interphalangeal joint of left middle finger'}, {'Proximal interphalangeal joint of right ring finger'}, {'Distal interphalangeal joint of right little finger'}, {'Proximal interphalangeal joint of ring finger'}, {'Distal interphalangeal joint of right ring finger'}, {'Proximal interphalangeal joint of index finger'}, {'Proximal interphalangeal joint of left ring finger'}, {'Distal interphalangeal joint of right middle finger'}, {'Interphalangeal joint of thumb'}, {'Distal interphalangeal joint of little finger'}, {'Proximal interphalangeal joint of middle finger'}, {'Interphalangeal joint of little finger'}, {'Interphalangeal joint of index finger'}, {'Middle interphalangeal joint of finger'}, {'Distal interphalangeal joint of left index finger'}, {'Proximal interphalangeal joint of right index finger'}, {'Proximal interphalangeal joint of left little finger'}, {'Proximal interphalangeal joint of finger'}, {'Proximal interphalangeal joint of right little finger'}, {'Proximal interphalangeal joint of right middle finger'}, {'Interphalangeal joint of right thumb'}, {'Distal interphalangeal joint of left little finger'}, {'Interphalangeal joint of middle finger'}]

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/56284003|http://purl.org/sig/ont/fma/fma36921|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Structure of subtendinous bursa of teres major muscle (body structure)', 'Structure of subtendinous bursa of teres major muscle'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Subtendinous bursa of teres major'}
    **Parent Entity Namings:** [{'Thing'}, {'Organ with organ cavity'}, {'Organ'}, {'Cavitated organ'}, {'Anatomical entity'}, {'Synovial bursa'}, {'Material anatomical entity'}, {'Synovial sac'}, {'Physical anatomical entity'}, {'Postnatal anatomical structure'}, {'Serous sac'}, {'Anatomical structure'}, {'Subtendinous bursa'}]
    **Child Entity Namings:** [{'Subtendinous bursa of right teres major'}, {'Subtendinous bursa of left teres major'}]

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/56284003|http://purl.org/sig/ont/fma/fma36922|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Structure of subtendinous bursa of teres major muscle (body structure)', 'Structure of subtendinous bursa of teres major muscle'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Subtendinous bursa of right teres major'}
    **Parent Entity Namings:** [{'Thing'}, {'Organ with organ cavity'}, {'Organ'}, {'Cavitated organ'}, {'Subtendinous bursa of teres major'}, {'Anatomical entity'}, {'Synovial bursa'}, {'Material anatomical entity'}, {'Synovial sac'}, {'Physical anatomical entity'}, {'Postnatal anatomical structure'}, {'Serous sac'}, {'Anatomical structure'}, {'Subtendinous bursa'}]
    **Child Entity Namings:** []

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/56284003|http://purl.org/sig/ont/fma/fma36923|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Structure of subtendinous bursa of teres major muscle (body structure)', 'Structure of subtendinous bursa of teres major muscle'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Subtendinous bursa of left teres major'}
    **Parent Entity Namings:** [{'Thing'}, {'Organ with organ cavity'}, {'Organ'}, {'Cavitated organ'}, {'Subtendinous bursa of teres major'}, {'Anatomical entity'}, {'Synovial bursa'}, {'Material anatomical entity'}, {'Synovial sac'}, {'Physical anatomical entity'}, {'Postnatal anatomical structure'}, {'Serous sac'}, {'Anatomical structure'}, {'Subtendinous bursa'}]
    **Child Entity Namings:** []

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/245920000|http://purl.org/sig/ont/fma/fma0323677|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Thoracolumbar part of anterior longitudinal ligament (body structure)', 'Thoracolumbar part of anterior longitudinal ligament'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Thoracolumbar segment of anterior longitudinal ligament'}
    **Parent Entity Namings:** [{'Thing'}, {'Segment of anterior longitudinal ligament'}, {'Organ segment'}, {'Organ region'}, {'Cardinal organ part'}, {'Material anatomical entity'}, {'Physical anatomical entity'}, {'Postnatal anatomical structure'}, {'Anatomical entity'}, {'Anatomical structure'}]
    **Child Entity Namings:** []

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
http://snomed.info/id/113268007|http://purl.org/sig/ont/fma/fma70813|"**Task Description:**
    Given two entities from different ontologies with their names, parent relationships, and child relationships, determine if these concepts are the same:

    1. **Source Entity:**
    **All Entity names:** {'Entire superior vesical artery', 'Entire superior vesical artery (body structure)'}
    **Parent Entity Namings:** [{'Thing'}]
    **Child Entity Namings:** []

    2. **Target Entity:**
    **All Entity names:** {'Set of superior vesical arteries'}
    **Parent Entity Namings:** [{'Thing'}, {'Anatomical set'}, {'Material anatomical entity'}, {'Physical anatomical entity'}, {'Set of arteries'}, {'Anatomical entity'}, {'Set of organ regions'}, {'Set of organ parts'}]
    **Child Entity Namings:** []

    Write ""Yes"" if the entities refer to the same concepts, and ""No"" otherwise."
