Source,Target,ConflictScore,Confidence,LogMapDecision,Label,LogMapPred
http://www.ihtsdo.org/snomed#Qualifier_value,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Qualifier,44465,0.736,False,False,False
http://www.ihtsdo.org/snomed#Education,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Education,50,0.8380000000000001,False,False,False
http://www.ihtsdo.org/snomed#Writing,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Write,1,0.7629999999999999,False,True,False
http://www.ihtsdo.org/snomed#Surgical_specialty,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Surgical_Specialty,140,0.8799999999999999,False,True,False
http://www.ihtsdo.org/snomed#Nicotine_nasal_spray,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nicotine_Nasal_Spray,1,0.706,False,True,False
http://www.ihtsdo.org/snomed#Hormone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hormone,133,0.823,False,True,False
http://www.ihtsdo.org/snomed#Elliptocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Elliptocyte_Count,1,0.724,False,False,False
http://www.ihtsdo.org/snomed#Atypical_lymphocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Atypical_Lymphocyte_Count,1,0.748,False,False,False
http://www.ihtsdo.org/snomed#Lymphangiogram,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lymphangiogram,18,0.712,False,True,False
http://www.ihtsdo.org/snomed#Walking,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Walking,1,0.73,False,True,False
http://www.ihtsdo.org/snomed#Ear_part,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ear_Part,2,0.8380000000000001,False,True,False
http://www.ihtsdo.org/snomed#B_lymphocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Leukocyte_Lymphocyte_B-Lymphocyte_MMHCC,3,0.808,False,False,False
http://www.ihtsdo.org/snomed#Effusion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Effusion,2,0.7210000000000001,False,True,False
http://www.ihtsdo.org/snomed#Central_nervous_system_part,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Central_Nervous_System_Part,3,0.7929999999999999,False,True,False
http://www.ihtsdo.org/snomed#Stomach_part,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stomach_Part,3,0.7090000000000001,False,True,False
http://www.ihtsdo.org/snomed#Integumentary_system_finding,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Integumentary_System_Finding,6685,1.529,False,True,False
http://www.ihtsdo.org/snomed#Disorder_of_skin_AND_OR_subcutaneous_tissue,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Skin_Disorder,6685,1.529,False,False,False
http://www.ihtsdo.org/snomed#Other_prostate_disorders_NOS,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Prostate_Disorder,64,0.736,False,False,False
http://www.ihtsdo.org/snomed#Prostatitis_NOS,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Prostatitis,3,0.7689999999999999,False,False,False
http://www.ihtsdo.org/snomed#Disorder_of_liver,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hepatic_Disorder,303,0.79,False,True,False
http://www.ihtsdo.org/snomed#Hyperplasia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hyperplasia,116,0.835,False,True,False
http://www.ihtsdo.org/snomed#Papillary_adenoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Papillary_Adenoma_of_the_Mouse_Pulmonary_System,1,0.7629999999999999,False,False,False
http://www.ihtsdo.org/snomed#Benign_neoplasm_of_liver,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Benign_Neoplasms_of_Mouse_Liver,5,0.8140000000000001,False,False,False
http://www.ihtsdo.org/snomed#Malignant_neoplasm_of_liver,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Malignant_Neoplasms_of_Mouse_Liver,6,0.7929999999999999,False,False,False
http://www.ihtsdo.org/snomed#Hepatocellular_carcinoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hepatocellular_Carcinoma_of_the_Mouse,1,0.742,False,False,False
http://www.ihtsdo.org/snomed#Cholangiocarcinoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Cholangiocarcinoma,1,0.7450000000000001,False,False,False
http://www.ihtsdo.org/snomed#Adenoid_cystic_carcinoma_of_salivary_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Adenoid_Cystic_Carcinoma_of_the_Mouse_Salivary_Glands,1,0.8620000000000001,False,False,False
http://www.ihtsdo.org/snomed#Neoplasm_of_intestinal_tract,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Neoplasms_of_the_Mouse_Intestinal_Tract,49,0.817,False,False,False
http://www.ihtsdo.org/snomed#Benign_neoplasm_of_intestinal_tract,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Benign_Neoplasms_of_the_Mouse_Intestinal_Tract,34,0.7809999999999999,False,False,False
http://www.ihtsdo.org/snomed#Lipoma_NOS,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Lipoma,4,0.718,False,False,False
http://www.ihtsdo.org/snomed#Mass,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mass,7546,0.724,False,True,False
http://www.ihtsdo.org/snomed#Insulinoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Insulinoma,1,0.7989999999999999,False,False,False
http://www.ihtsdo.org/snomed#Islet_cell_adenoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Islet_Cell_Adenoma,1,0.766,False,False,False
http://www.ihtsdo.org/snomed#Somatostatinoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Somatostatinoma,1,0.778,False,False,False
http://www.ihtsdo.org/snomed#Glucagonoma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Glucagonoma,1,0.802,False,False,False
http://www.ihtsdo.org/snomed#Neuroendocrine_neoplasm,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Neuroendocrine_Neoplasm,95,0.908,False,True,False
http://www.ihtsdo.org/snomed#Epithelial_neoplasm,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Epithelial_Neoplasm,328,0.8200000000000001,False,True,False
http://www.ihtsdo.org/snomed#Squamous_cell_carcinoma_of_pharynx,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Squamous_Cell_Carcinoma_of_the_Mouse_Pharynx,1,0.829,False,False,False
