Source,Target,ConflictScore,Confidence,LogMapDecision,Label,LogMapPred
http://snomed.info/id/123037004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221,60,0.7929999999999999,False,False,False
http://snomed.info/id/763158003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142605,1536,0.823,False,False,False
http://snomed.info/id/105590001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45306,12749,0.706,False,False,False
http://snomed.info/id/441900009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48807,9661,0.7030000000000001,False,False,False
http://snomed.info/id/362981000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41009,5791,0.7030000000000001,False,False,False
http://snomed.info/id/88878007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17021,693,0.736,False,False,False
http://snomed.info/id/260769002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48187,113,0.742,False,False,False
http://snomed.info/id/782439004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C155923,3,0.766,False,True,False
http://snomed.info/id/304380002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18072,31,0.712,False,False,False
http://snomed.info/id/59804006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16642,126,0.7150000000000001,False,False,False
http://snomed.info/id/304372009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17728,12,0.706,False,False,False
http://snomed.info/id/70825004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C835,5,0.9380000000000001,False,False,False
http://snomed.info/id/81286007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20424,17,0.7150000000000001,False,False,False
http://snomed.info/id/768009002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1746,147,0.73,False,False,False
http://snomed.info/id/116181003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16354,59,0.8620000000000001,False,False,False
http://snomed.info/id/422055000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17561,13,0.7210000000000001,False,False,False
http://snomed.info/id/431069006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126363,1,0.8510000000000001,False,True,False
http://snomed.info/id/30065008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16261,1,0.7629999999999999,False,False,False
http://snomed.info/id/130196001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16561,5,0.7510000000000001,False,False,False
http://snomed.info/id/10534002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136413,1,0.7569999999999999,False,False,False
http://snomed.info/id/420303002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20496,2,0.778,False,False,False
http://snomed.info/id/304381003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18073,6,1.49,False,False,False
http://snomed.info/id/61472002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16447,6,1.49,False,True,False
http://snomed.info/id/56355009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17559,1,0.8049999999999999,False,False,False
http://snomed.info/id/88878007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17021,392,0.736,False,False,False
http://snomed.info/id/59804006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16642,1,0.7150000000000001,False,False,False
http://snomed.info/id/304372009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17728,120,0.706,False,False,False
http://snomed.info/id/116181003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16354,2,0.8620000000000001,False,False,False
http://snomed.info/id/304380002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18072,2,0.712,False,False,False
http://snomed.info/id/420303002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20496,1,0.778,False,False,False
http://snomed.info/id/130196001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16561,14,0.7510000000000001,False,False,False
http://snomed.info/id/30065008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16261,1,0.7629999999999999,False,False,False
http://snomed.info/id/56355009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17559,1,0.8049999999999999,False,False,False
http://snomed.info/id/768009002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1746,9,0.73,False,False,False
http://snomed.info/id/304381003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18073,8,0.742,False,False,False
http://snomed.info/id/61472002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16447,2,0.748,False,True,False
http://snomed.info/id/422055000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17561,3,0.7210000000000001,False,False,False
http://snomed.info/id/431069006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126363,2,0.8510000000000001,False,True,False
