http://www.ihtsdo.org/snomed#Disorder_of_refraction|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Refractory_Disease
http://www.ihtsdo.org/snomed#Nickel_AND_OR_nickel_compound|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nickel_Compound
http://www.ihtsdo.org/snomed#Hydroxyzine_hydrochloride|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hydroxyzine_Hydrochloride
http://www.ihtsdo.org/snomed#Chromaffinoma|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sympathetic_Paraganglioma
http://www.ihtsdo.org/snomed#Erythroplakia|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Erythroplakia
http://www.ihtsdo.org/snomed#Into_ureter|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Ureter
http://www.ihtsdo.org/snomed#Selenium|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Dietary_Selenium
http://www.ihtsdo.org/snomed#Kidney_and_or_ureter_structures|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Kidney_and_Ureter
http://www.ihtsdo.org/snomed#Other_specified_heart_disease|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Heart_Disease
http://www.ihtsdo.org/snomed#Euphorbia|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Euphorbia
http://www.ihtsdo.org/snomed#Furosemide|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Furosemide
http://www.ihtsdo.org/snomed#Raspberries|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Raspberry_Flavor
http://www.ihtsdo.org/snomed#Impairment|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Impairment
http://www.ihtsdo.org/snomed#Pigmented_villonodular_synovitis|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diffuse_Giant_Cell_Tumor_of_Tendon_Sheath
http://www.ihtsdo.org/snomed#Dichlorophene|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Dichlorophen
http://www.ihtsdo.org/snomed#Razoxane|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Razoxane
http://www.ihtsdo.org/snomed#Structure_of_sternocleidomastoid_muscle|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sternocleidomastoid_Muscle
http://www.ihtsdo.org/snomed#Iraq|http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Iraq
