Source,Target,ConflictScore,Confidence,LogMapDecision,Label,LogMapPred
http://snomed.info/id/48607003,http://purl.org/sig/ont/fma/fma59823,1,0.736,False,False,False
http://snomed.info/id/91723000,http://purl.org/sig/ont/fma/fma305751,42427,0.76,False,False,False
http://snomed.info/id/70104002,http://purl.org/sig/ont/fma/fma0327934,74575,1.5270000000000001,False,False,False
http://snomed.info/id/113343008,http://purl.org/sig/ont/fma/fma45734,74575,1.5270000000000001,False,True,False
http://snomed.info/id/91829005,http://purl.org/sig/ont/fma/fma7563,21066,6.027,False,False,False
http://snomed.info/id/37424004,http://purl.org/sig/ont/fma/fma14654,21066,6.027,False,True,False
http://snomed.info/id/2969000,http://purl.org/sig/ont/fma/fma5897,21066,6.027,False,False,False
http://snomed.info/id/87746007,http://purl.org/sig/ont/fma/fma17547,21066,6.027,False,True,False
http://snomed.info/id/127879008,http://purl.org/sig/ont/fma/fma17540,21066,6.027,False,True,False
http://snomed.info/id/53742001,http://purl.org/sig/ont/fma/fma17555,21066,6.027,False,False,False
http://snomed.info/id/69548008,http://purl.org/sig/ont/fma/fma0327935,21066,6.027,False,False,False
http://snomed.info/id/34707002,http://purl.org/sig/ont/fma/fma79646,21066,6.027,False,True,False
http://snomed.info/id/6834003,http://purl.org/sig/ont/fma/fma71221,40196,2.9230000000000005,False,True,False
http://snomed.info/id/397319000,http://purl.org/sig/ont/fma/fma53672,40196,2.9230000000000005,False,True,False
http://snomed.info/id/26107004,http://purl.org/sig/ont/fma/fma7482,40196,2.9230000000000005,False,False,False
http://snomed.info/id/113192009,http://purl.org/sig/ont/fma/fma23881,40196,2.9230000000000005,False,False,False
http://snomed.info/id/25087005,http://purl.org/sig/ont/fma/fma7157,13978,1.442,False,False,False
http://snomed.info/id/91808001,http://purl.org/sig/ont/fma/fma12237,13978,1.442,False,False,False
http://snomed.info/id/70146006,http://purl.org/sig/ont/fma/fma61844,10,0.7629999999999999,False,True,False
http://snomed.info/id/12766003,http://purl.org/sig/ont/fma/fma242791,19,0.76,False,False,False
http://snomed.info/id/67734004,http://purl.org/sig/ont/fma/fma259209,23707,3.6380000000000003,False,False,False
http://snomed.info/id/113257007,http://purl.org/sig/ont/fma/fma7161,23707,3.6380000000000003,False,False,False
http://snomed.info/id/27832009,http://purl.org/sig/ont/fma/fma55553,23707,3.6380000000000003,False,False,False
http://snomed.info/id/91812007,http://purl.org/sig/ont/fma/fma9337,23707,3.6380000000000003,False,False,False
http://snomed.info/id/72410000,http://purl.org/sig/ont/fma/fma9826,23707,3.6380000000000003,False,False,False
http://snomed.info/id/29445007,http://purl.org/sig/ont/fma/fma59011,510,1.532,False,True,False
http://snomed.info/id/343011009,http://purl.org/sig/ont/fma/fma30320,510,1.532,False,True,False
http://snomed.info/id/52678007,http://purl.org/sig/ont/fma/fma61006,19,0.736,False,True,False
http://snomed.info/id/72017006,http://purl.org/sig/ont/fma/fma59018,8,1.5259999999999998,False,True,False
http://snomed.info/id/276831007,http://purl.org/sig/ont/fma/fma59016,8,1.5259999999999998,False,True,False
http://snomed.info/id/29038004,http://purl.org/sig/ont/fma/fma322061,2302,2.266,False,True,False
http://snomed.info/id/21514008,http://purl.org/sig/ont/fma/fma280610,2302,2.266,False,False,False
http://snomed.info/id/76784001,http://purl.org/sig/ont/fma/fma19949,2302,2.266,False,True,False
http://snomed.info/id/91810004,http://purl.org/sig/ont/fma/fma11349,1005,2.98,False,False,False
http://snomed.info/id/91725007,http://purl.org/sig/ont/fma/fma9689,1005,2.98,False,True,False
http://snomed.info/id/83670000,http://purl.org/sig/ont/fma/fma9691,1005,2.98,False,False,False
http://snomed.info/id/118762006,http://purl.org/sig/ont/fma/fma9908,1005,2.98,False,True,False
http://snomed.info/id/48234005,http://purl.org/sig/ont/fma/fma21293,2,0.7989999999999999,False,False,False
http://snomed.info/id/30445009,http://purl.org/sig/ont/fma/fma14708,2,0.7989999999999999,False,True,False
http://snomed.info/id/66439001,http://purl.org/sig/ont/fma/fma14709,2,0.8109999999999999,False,True,False
http://snomed.info/id/51289009,http://purl.org/sig/ont/fma/fma317863,2873,1.5110000000000001,False,False,False
http://snomed.info/id/85077000,http://purl.org/sig/ont/fma/fma56547,2873,1.5110000000000001,False,False,False
http://snomed.info/id/3262009,http://purl.org/sig/ont/fma/fma57227,5,0.778,False,False,False
http://snomed.info/id/10737006,http://purl.org/sig/ont/fma/fma20291,15,0.76,False,True,False
http://snomed.info/id/72372004,http://purl.org/sig/ont/fma/fma20992,1052,2.1750000000000003,False,True,False
http://snomed.info/id/80266002,http://purl.org/sig/ont/fma/fma9578,1052,2.1750000000000003,False,False,False
http://snomed.info/id/113348004,http://purl.org/sig/ont/fma/fma321650,1052,2.1750000000000003,False,True,False
http://snomed.info/id/78074000,http://purl.org/sig/ont/fma/fma14720,4,0.742,False,False,False
http://snomed.info/id/118969007,http://purl.org/sig/ont/fma/fma45660,5938,3.839,False,False,False
http://snomed.info/id/321667001,http://purl.org/sig/ont/fma/fma265130,5938,3.839,False,True,False
http://snomed.info/id/20139000,http://purl.org/sig/ont/fma/fma7158,5938,3.839,False,False,False
http://snomed.info/id/113255004,http://purl.org/sig/ont/fma/fma27360,5938,3.839,False,False,False
http://snomed.info/id/72674008,http://purl.org/sig/ont/fma/fma7312,5938,3.839,False,False,False
http://snomed.info/id/122865005,http://purl.org/sig/ont/fma/fma71132,831,0.712,False,False,False
http://snomed.info/id/5668004,http://purl.org/sig/ont/fma/fma49179,651,1.529,False,False,False
http://snomed.info/id/245424001,http://purl.org/sig/ont/fma/fma14540,651,1.529,False,False,False
http://snomed.info/id/71854001,http://purl.org/sig/ont/fma/fma14543,139,0.742,False,True,False
http://snomed.info/id/89484009,http://purl.org/sig/ont/fma/fma18374,4,0.7330000000000001,False,False,False
http://snomed.info/id/23043003,http://purl.org/sig/ont/fma/fma265256,226,0.736,False,True,False
http://snomed.info/id/57671007,http://purl.org/sig/ont/fma/fma19234,44,0.754,False,True,False
http://snomed.info/id/27650004,http://purl.org/sig/ont/fma/fma19271,8,0.7210000000000001,False,False,False
http://snomed.info/id/955009,http://purl.org/sig/ont/fma/fma7409,923,1.5290000000000001,False,True,False
http://snomed.info/id/91724006,http://purl.org/sig/ont/fma/fma7393,923,1.5290000000000001,False,True,False
http://snomed.info/id/85421007,http://purl.org/sig/ont/fma/fma322163,1685,0.712,False,True,False
http://snomed.info/id/42400003,http://purl.org/sig/ont/fma/fma7333,101,2.322,False,True,False
http://snomed.info/id/11339004,http://purl.org/sig/ont/fma/fma7397,101,2.322,False,True,False
http://snomed.info/id/39582006,http://purl.org/sig/ont/fma/fma7406,101,2.322,False,True,False
http://snomed.info/id/64353002,http://purl.org/sig/ont/fma/fma7404,84,1.5020000000000002,False,True,False
http://snomed.info/id/266005,http://purl.org/sig/ont/fma/fma7337,84,1.5020000000000002,False,True,False
http://snomed.info/id/72481006,http://purl.org/sig/ont/fma/fma7383,34,1.605,False,True,False
http://snomed.info/id/113250009,http://purl.org/sig/ont/fma/fma7401,34,1.605,False,True,False
http://snomed.info/id/31156008,http://purl.org/sig/ont/fma/fma322164,1670,0.7090000000000001,False,True,False
http://snomed.info/id/82407001,http://purl.org/sig/ont/fma/fma7432,87,1.508,False,True,False
http://snomed.info/id/41224006,http://purl.org/sig/ont/fma/fma7371,87,1.508,False,True,False
http://snomed.info/id/23792002,http://purl.org/sig/ont/fma/fma7423,62,1.499,False,True,False
http://snomed.info/id/44714003,http://purl.org/sig/ont/fma/fma7370,62,1.499,False,True,False
http://snomed.info/id/3057000,http://purl.org/sig/ont/fma/fma65132,18853,4.602,False,True,False
http://snomed.info/id/1101003,http://purl.org/sig/ont/fma/fma9644,18853,4.602,False,False,False
http://snomed.info/id/25238003,http://purl.org/sig/ont/fma/fma5865,18853,4.602,False,True,False
http://snomed.info/id/3058005,http://purl.org/sig/ont/fma/fma9903,18853,4.602,False,False,False
http://snomed.info/id/27612005,http://purl.org/sig/ont/fma/fma50866,18853,4.602,False,True,False
http://snomed.info/id/84782009,http://purl.org/sig/ont/fma/fma65239,18853,4.602,False,True,False
http://snomed.info/id/119253004,http://purl.org/sig/ont/fma/fma321871,1608,0.7090000000000001,False,True,False
http://snomed.info/id/58675001,http://purl.org/sig/ont/fma/fma45661,1153,1.451,False,True,False
http://snomed.info/id/54066008,http://purl.org/sig/ont/fma/fma46688,1153,1.451,False,True,False
http://snomed.info/id/4596009,http://purl.org/sig/ont/fma/fma55097,410,0.7150000000000001,False,True,False
http://snomed.info/id/68584007,http://purl.org/sig/ont/fma/fma55263,100,0.718,False,False,False
http://snomed.info/id/119255006,http://purl.org/sig/ont/fma/fma55476,72,0.7390000000000001,False,False,False
http://snomed.info/id/61563008,http://purl.org/sig/ont/fma/fma55130,33,0.7510000000000001,False,True,False
http://snomed.info/id/60766006,http://purl.org/sig/ont/fma/fma55397,2,0.736,False,True,False
http://snomed.info/id/43545006,http://purl.org/sig/ont/fma/fma55448,12,0.7569999999999999,False,True,False
http://snomed.info/id/52082005,http://purl.org/sig/ont/fma/fma70773,2463,0.718,False,False,False
http://snomed.info/id/91833003,http://purl.org/sig/ont/fma/fma5898,314,0.754,False,False,False
http://snomed.info/id/91837002,http://purl.org/sig/ont/fma/fma3724,91,0.754,False,False,False
http://snomed.info/id/1307006,http://purl.org/sig/ont/fma/fma55414,23,0.754,False,False,False
http://snomed.info/id/53342003,http://purl.org/sig/ont/fma/fma59637,176,0.718,False,False,False
http://snomed.info/id/35419003,http://purl.org/sig/ont/fma/fma71871,2,0.736,False,True,False
http://snomed.info/id/279549004,http://purl.org/sig/ont/fma/fma54378,67,0.7090000000000001,False,False,False
http://snomed.info/id/91397008,http://purl.org/sig/ont/fma/fma276105,275,0.712,False,True,False
http://snomed.info/id/46607005,http://purl.org/sig/ont/fma/fma57456,21,1.5050000000000001,False,True,False
http://snomed.info/id/65289004,http://purl.org/sig/ont/fma/fma57458,21,1.5050000000000001,False,True,False
http://snomed.info/id/33415007,http://purl.org/sig/ont/fma/fma57457,4,0.7569999999999999,False,True,False
http://snomed.info/id/48075008,http://purl.org/sig/ont/fma/fma74657,3529,2.2840000000000003,False,False,False
http://snomed.info/id/44032009,http://purl.org/sig/ont/fma/fma59515,3529,2.2840000000000003,False,False,False
http://snomed.info/id/70762009,http://purl.org/sig/ont/fma/fma12166,3529,2.2840000000000003,False,True,False
http://snomed.info/id/51837005,http://purl.org/sig/ont/fma/fma56461,163,0.724,False,False,False
http://snomed.info/id/64237003,http://purl.org/sig/ont/fma/fma322166,400,1.484,False,False,False
http://snomed.info/id/89644007,http://purl.org/sig/ont/fma/fma53642,400,1.484,False,True,False
http://snomed.info/id/113329003,http://purl.org/sig/ont/fma/fma60064,12435,3.7220000000000004,False,False,False
http://snomed.info/id/34080009,http://purl.org/sig/ont/fma/fma52753,12435,3.7220000000000004,False,True,False
http://snomed.info/id/39352004,http://purl.org/sig/ont/fma/fma7490,12435,3.7220000000000004,False,False,False
http://snomed.info/id/7999001,http://purl.org/sig/ont/fma/fma72396,12435,3.7220000000000004,False,False,False
http://snomed.info/id/81087007,http://purl.org/sig/ont/fma/fma228659,12435,3.7220000000000004,False,False,False
http://snomed.info/id/314256008,http://purl.org/sig/ont/fma/fma322489,2,0.7569999999999999,False,True,False
http://snomed.info/id/83394008,http://purl.org/sig/ont/fma/fma60882,2,0.742,False,True,False
http://snomed.info/id/64391002,http://purl.org/sig/ont/fma/fma60883,2,0.748,False,True,False
http://snomed.info/id/59417004,http://purl.org/sig/ont/fma/fma52775,2,0.748,False,True,False
http://snomed.info/id/25614005,http://purl.org/sig/ont/fma/fma60884,2,0.8270000000000001,False,True,False
http://snomed.info/id/59498008,http://purl.org/sig/ont/fma/fma52769,2,0.742,False,True,False
http://snomed.info/id/264200007,http://purl.org/sig/ont/fma/fma0327226,20,0.7330000000000001,False,False,False
http://snomed.info/id/1425000,http://purl.org/sig/ont/fma/fma52768,2,0.748,False,True,False
http://snomed.info/id/77141004,http://purl.org/sig/ont/fma/fma52766,2,0.736,False,True,False
http://snomed.info/id/90759000,http://purl.org/sig/ont/fma/fma52767,2,0.748,False,True,False
http://snomed.info/id/113330008,http://purl.org/sig/ont/fma/fma323082,2,0.736,False,True,False
http://snomed.info/id/84820005,http://purl.org/sig/ont/fma/fma20185,540,1.52,False,True,False
http://snomed.info/id/34176001,http://purl.org/sig/ont/fma/fma60959,540,1.52,False,True,False
http://snomed.info/id/41845008,http://purl.org/sig/ont/fma/fma52750,135,0.742,False,True,False
http://snomed.info/id/314254006,http://purl.org/sig/ont/fma/fma322490,17,0.73,False,True,False
http://snomed.info/id/29624005,http://purl.org/sig/ont/fma/fma322165,402,1.466,False,False,False
http://snomed.info/id/25577004,http://purl.org/sig/ont/fma/fma53641,402,1.466,False,True,False
http://snomed.info/id/12705002,http://purl.org/sig/ont/fma/fma61022,226,0.73,False,True,False
http://snomed.info/id/80169004,http://purl.org/sig/ont/fma/fma60201,132,0.7390000000000001,False,True,False
http://snomed.info/id/15538001,http://purl.org/sig/ont/fma/fma268963,331,1.499,False,True,False
http://snomed.info/id/25516004,http://purl.org/sig/ont/fma/fma52871,331,1.499,False,True,False
http://snomed.info/id/427319007,http://purl.org/sig/ont/fma/fma61259,222,3.8489999999999998,False,True,False
http://snomed.info/id/279770008,http://purl.org/sig/ont/fma/fma75371,222,3.8489999999999998,False,True,False
http://snomed.info/id/68989006,http://purl.org/sig/ont/fma/fma63872,222,3.8489999999999998,False,False,False
http://snomed.info/id/50862003,http://purl.org/sig/ont/fma/fma75706,222,3.8489999999999998,False,True,False
http://snomed.info/id/39831001,http://purl.org/sig/ont/fma/fma61119,222,3.8489999999999998,False,True,False
http://snomed.info/id/4871003,http://purl.org/sig/ont/fma/fma77710,14,0.73,False,False,False
http://snomed.info/id/21113009,http://purl.org/sig/ont/fma/fma77746,12,1.499,False,False,False
http://snomed.info/id/61671002,http://purl.org/sig/ont/fma/fma53163,12,1.499,False,False,False
http://snomed.info/id/60911003,http://purl.org/sig/ont/fma/fma52737,574,1.5290000000000001,False,True,False
http://snomed.info/id/47173002,http://purl.org/sig/ont/fma/fma7478,574,1.5290000000000001,False,True,False
http://snomed.info/id/31610004,http://purl.org/sig/ont/fma/fma9639,193,0.76,False,False,False
http://snomed.info/id/51840005,http://purl.org/sig/ont/fma/fma322000,11593,1.493,False,False,False
http://snomed.info/id/59820001,http://purl.org/sig/ont/fma/fma63183,11593,1.493,False,True,False
http://snomed.info/id/65224006,http://purl.org/sig/ont/fma/fma77829,11,0.7689999999999999,False,True,False
http://snomed.info/id/279726004,http://purl.org/sig/ont/fma/fma60186,74,0.79,False,True,False
http://snomed.info/id/58198005,http://purl.org/sig/ont/fma/fma61139,2,0.7689999999999999,False,True,False
http://snomed.info/id/77384009,http://purl.org/sig/ont/fma/fma61132,2,0.7689999999999999,False,True,False
http://snomed.info/id/31657003,http://purl.org/sig/ont/fma/fma61135,2,0.7689999999999999,False,True,False
http://snomed.info/id/78539006,http://purl.org/sig/ont/fma/fma61246,5,0.7629999999999999,False,True,False
http://snomed.info/id/54458009,http://purl.org/sig/ont/fma/fma61116,11,0.772,False,True,False
http://snomed.info/id/6799003,http://purl.org/sig/ont/fma/fma74960,21,1.559,False,True,False
http://snomed.info/id/81955007,http://purl.org/sig/ont/fma/fma61113,21,1.559,False,True,False
http://snomed.info/id/70238003,http://purl.org/sig/ont/fma/fma9564,2,0.884,False,True,False
http://snomed.info/id/8017000,http://purl.org/sig/ont/fma/fma9552,2,0.89,False,True,False
http://snomed.info/id/28349006,http://purl.org/sig/ont/fma/fma86484,11,0.7510000000000001,False,True,False
http://snomed.info/id/36973007,http://purl.org/sig/ont/fma/fma86485,11,0.7450000000000001,False,True,False
http://snomed.info/id/52374004,http://purl.org/sig/ont/fma/fma52740,23,0.76,False,True,False
http://snomed.info/id/818987002,http://purl.org/sig/ont/fma/fma12267,30,0.7929999999999999,False,False,False
http://snomed.info/id/40954003,http://purl.org/sig/ont/fma/fma323267,3,0.778,False,False,False
http://snomed.info/id/74262004,http://purl.org/sig/ont/fma/fma20292,10,0.736,False,False,False
http://snomed.info/id/32111004,http://purl.org/sig/ont/fma/fma323275,10,0.724,False,False,False
http://snomed.info/id/35951006,http://purl.org/sig/ont/fma/fma83716,8,0.724,False,False,False
http://snomed.info/id/36405008,http://purl.org/sig/ont/fma/fma78443,126,2.2889999999999997,False,True,False
http://snomed.info/id/43926006,http://purl.org/sig/ont/fma/fma78493,126,2.2889999999999997,False,True,False
http://snomed.info/id/35764002,http://purl.org/sig/ont/fma/fma275917,126,2.2889999999999997,False,False,False
http://snomed.info/id/80621003,http://purl.org/sig/ont/fma/fma61934,17,1.5499999999999998,False,False,False
http://snomed.info/id/369274003,http://purl.org/sig/ont/fma/fma78492,17,1.5499999999999998,False,True,False
http://snomed.info/id/66720007,http://purl.org/sig/ont/fma/fma78448,40,0.7989999999999999,False,False,False
http://snomed.info/id/52943005,http://purl.org/sig/ont/fma/fma83700,4,0.7989999999999999,False,True,False
http://snomed.info/id/17168001,http://purl.org/sig/ont/fma/fma83712,9,1.547,False,True,False
http://snomed.info/id/369272004,http://purl.org/sig/ont/fma/fma83711,9,1.547,False,True,False
http://snomed.info/id/27155005,http://purl.org/sig/ont/fma/fma78463,1296,3.0220000000000002,False,True,False
http://snomed.info/id/81861006,http://purl.org/sig/ont/fma/fma61992,1296,3.0220000000000002,False,True,False
http://snomed.info/id/369273009,http://purl.org/sig/ont/fma/fma78462,1296,3.0220000000000002,False,True,False
